eps, k, i0 , i1
0.100, 0.35, 4872, 3749
3.00202, -1.31516
3.00702, -1.63882
3.01203, -1.70575
3.01705, -1.12643
3.02208, -1.04264
3.02709, -1.85557
3.03212, -1.52757
3.03713, -0.77142
3.04216, -0.85346
3.04720, -0.73302
3.05221, -1.05842
3.05722, -1.54415
3.06224, -1.39621
3.06724, -1.10968
3.07224, -1.37167
3.07725, -1.07096
3.08225, -1.38041
3.08726, -1.72445
3.09228, -1.54361
3.09728, -1.15962
3.10229, -0.58063
3.10729, -1.04863
3.11229, -1.19789
3.11730, 0.14746
3.12233, 0.59275
3.12740, -0.29980
3.13249, -0.93413
3.13751, -0.88332
3.14254, -0.97425
3.14760, -1.09039
3.15267, -1.13875
3.15770, -0.96665
3.16271, -0.50699
3.16772, -0.52202
3.17272, -0.90968
3.17773, -0.95804
3.18276, -0.21369
3.18778, 0.55042
3.19282, 0.27050
3.19786, -0.51221
3.20287, -0.08203
3.20787, -0.16399
3.21288, -0.83310
3.21793, -1.56150
3.22297, 0.02758
3.22798, 0.97930
3.23298, 0.77510
3.23799, -0.40322
3.24304, -0.68751
3.24813, -0.04200
3.25317, 0.45086
3.25819, 0.17360
3.26321, 0.29254
3.26822, 0.28880
3.27323, -0.10066
3.27829, -0.16547
3.28338, 0.67215
3.28843, 0.86232
3.29346, 0.74439
3.29855, 0.42955
3.30363, -0.40867
3.30864, -0.57063
3.31371, 0.52615
3.31877, 1.65037
3.32378, 0.44831
3.32880, -0.09897
3.33381, 0.67996
3.33894, 0.75427
3.34406, 0.21941
3.34910, 0.09689
3.35411, 0.08875
3.35912, 0.52180
3.36412, 1.08316
3.36913, 1.12955
3.37420, 0.48451
3.37933, 0.58581
3.38435, 0.88163
3.38935, 1.21756
3.39435, 1.37421
3.39935, 0.44765
3.40436, 1.03288
3.40937, 0.93418
3.41438, 1.15121
3.41938, 1.16334
3.42441, 1.19988
3.42945, 1.22037
3.43445, 1.56070
3.43948, 1.72157
3.44451, 1.18928
3.44951, 0.85404
3.45451, 1.23931
3.45954, 0.77967
3.46460, 1.54600
3.46961, 2.24692
3.47466, 1.34775
3.47968, 0.90237
3.48469, 0.70315
3.48969, 1.29417
3.49471, 2.12703
3.49972, 3.11086
3.50472, 2.97766
3.50976, 1.85862
3.51479, 1.47795
3.51982, 1.48203
3.52485, 1.67002
3.52989, 0.74014
3.53497, 0.53153
3.53998, 1.06601
3.54501, 0.79046
3.55002, 1.26226
3.55503, 1.65922
3.56003, 1.52955
3.56503, 2.03618
3.57006, 2.66861
3.57513, 2.62886
3.58014, 2.09173
3.58518, 2.13153
3.59018, 2.13173
3.59519, 2.15172
3.60019, 2.18410
3.60520, 1.63453
3.61020, 1.55265
3.61521, 2.09175
3.62021, 1.93896
3.62523, 1.33757
3.63029, 1.70613
3.63535, 2.25775
3.64036, 2.88966
3.64541, 2.52741
3.65042, 1.95478
3.65543, 2.04060
3.66044, 1.72231
3.66544, 2.38928
3.67044, 3.23906
3.67545, 2.60579
3.68045, 2.31662
3.68545, 2.30088
3.69047, 1.83957
3.69554, 1.14935
3.70057, 2.12622
3.70561, 2.56580
3.71063, 2.52096
3.71564, 2.37337
3.72065, 2.48772
3.72566, 2.00098
3.73067, 2.42788
3.73570, 3.34301
3.74073, 3.55468
3.74573, 2.33082
3.75074, 1.67935
3.75581, 1.74591
3.76087, 2.51825
3.76591, 2.55407
3.77095, 2.86106
3.77598, 2.08317
3.78101, 1.99245
3.78603, 2.19376
3.79103, 2.38692
3.79603, 2.25075
3.80104, 3.37189
3.80604, 3.32770
3.81104, 2.63430
3.81609, 2.50137
3.82118, 2.48410
3.82620, 2.80107
3.83122, 4.21332
3.83624, 3.50140
3.84126, 2.09577
3.84627, 2.22906
3.85133, 2.31873
3.85640, 2.67683
3.86141, 3.19019
3.86643, 3.27176
3.87143, 2.47722
3.87643, 3.27425
3.88143, 3.31455
3.88643, 3.51972
3.89143, 4.03035
3.89646, 3.37262
3.90152, 2.21536
3.90655, 2.52414
3.91171, 2.49597
3.91676, 1.51880
3.92176, 1.34666
3.92677, 1.75505
3.93180, 1.32743
3.93684, 1.39521
3.94184, 1.66506
3.94685, 1.76630
3.95186, 1.15410
3.95687, 1.35754
3.96188, 1.54079
3.96692, 0.71335
3.97197, 0.54035
3.97699, 1.44593
3.98199, 1.19720
3.98701, 1.44548
3.99204, 2.74855
3.99704, 2.22147
4.00204, 1.45572
4.00705, 2.35069
4.01208, 1.73852
4.01713, 0.68931
4.02218, 1.25918
4.02721, 1.36693
4.03222, 1.09295
4.03724, 1.39988
4.04226, 1.28226
4.04728, 0.69953
4.05228, 0.80690
4.05729, 1.05225
4.06230, 0.47638
4.06732, 0.58595
4.07232, 0.99023
4.07733, 0.32866
4.08238, -0.40968
4.08739, -0.29123
4.09240, -0.53739
4.09741, -0.25293
4.10243, 0.16266
4.10744, 0.27835
4.11247, 0.07041
4.11748, 0.72311
4.12248, 1.08269
4.12749, 0.39512
4.13252, 0.05981
4.13753, 0.42682
4.14255, 0.24941
4.14761, 0.02570
4.15273, 1.27455
4.15774, -0.48410
4.16275, -1.38670
4.16779, -0.16646
4.17280, 0.30784
4.17780, 0.49042
4.18280, 1.36213
4.18781, 0.54905
4.19282, -0.50773
4.19786, -0.17012
4.20296, -0.20903
4.20800, 0.15580
4.21300, 0.20819
4.21803, 0.26324
4.22315, -0.02387
4.22821, -0.06776
4.23321, -0.12675
4.23826, 0.50671
4.24331, 1.00823
4.24838, 0.79110
4.25341, 0.34709
4.25854, -0.10405
4.26359, -0.12709
4.26859, -0.31559
4.27361, -0.39265
4.27861, 0.64198
4.28362, 0.14886
4.28863, -0.74852
4.29364, 0.65015
4.29868, -0.00758
4.30381, -0.64702
4.30886, 0.03869
4.31386, 0.31604
4.31891, 0.30001
4.32399, 1.13774
4.32900, 1.03184
4.33401, 0.01782
4.33907, -0.46239
4.34408, -0.45175
4.34908, 0.09279
4.35408, 0.66546
4.35909, 0.56484
4.36409, 0.78829
4.36911, 1.18709
4.37412, 1.30593
4.37913, 1.20998
4.38414, 0.24535
4.38919, 0.32390
4.39421, 1.14740
4.39927, 0.61511
4.40428, 0.83183
4.40931, 0.70157
4.41439, -0.51162
4.41942, 0.42188
4.42444, 0.83048
4.42948, -0.32067
4.43449, 0.06049
4.43955, 0.32829
4.44456, -0.49460
4.44959, 0.02992
4.45460, 0.79415
4.45960, 0.51615
4.46460, 0.48415
4.46960, 0.91387
4.47470, 0.48672
